id_cliente,nome,cidade,estado,segmento,data_cadastro
883,Cliente 0883,Goiânia,GO,Atacado,2025-02-08
884,Cliente 0884,Porto Alegre,RS,Serviços,2025-06-14
885,Cliente 0885,João Pessoa,PB,Corporativo,2025-05-23
886,Cliente 0886,Recife,PE,Atacado,2025-10-09
887,Cliente 0887,Curitiba,PR,Serviços,2025-07-26
888,Cliente 0888,Goiânia,GO,Atacado,2025-02-10
889,Cliente 0889,São Paulo,SP,Serviços,2025-10-21
890,Cliente 0890,São Paulo,SP,Varejo,2025-09-13
891,Cliente 0891,São Paulo,SP,Corporativo,2025-03-02
892,Cliente 0892,São Paulo,SP,Varejo,2025-02-22
893,Cliente 0893,Aracaju,SE,Serviços,2025-01-19
894,Cliente 0894,Rio de Janeiro,RJ,Varejo,2025-02-16
895,Cliente 0895,Porto Alegre,RS,Corporativo,2025-09-18
896,Cliente 0896,Rio de Janeiro,RJ,Atacado,2025-12-02
897,Cliente 0897,Curitiba,PR,Serviços,2025-06-24
898,Cliente 0898,Maceió,AL,Varejo,2025-04-25
899,Cliente 0899,Goiânia,GO,Serviços,2025-06-19
900,Cliente 0900,Rio de Janeiro,RJ,Serviços,2025-12-03
901,Cliente 0901,Maceió,AL,Serviços,2025-02-28
902,Cliente 0902,Salvador,BA,Atacado,2025-01-02
903,Cliente 0903,Maceió,AL,Corporativo,2025-11-21
904,Cliente 0904,Porto Alegre,RS,Corporativo,2025-10-08
905,Cliente 0905,Rio de Janeiro,RJ,Corporativo,2025-12-26
906,Cliente 0906,Salvador,BA,Varejo,2025-03-26
907,Cliente 0907,São Paulo,SP,Atacado,2025-07-29
908,Cliente 0908,Salvador,BA,Corporativo,2025-11-09
909,Cliente 0909,João Pessoa,PB,Atacado,2025-03-03
910,Cliente 0910,Brasília,DF,Serviços,2025-04-21
911,Cliente 0911,São Paulo,SP,Atacado,2025-06-23
912,Cliente 0912,Salvador,BA,Serviços,2025-01-24
913,Cliente 0913,Brasília,DF,Varejo,2025-08-19
914,Cliente 0914,São Paulo,SP,Atacado,2025-09-13
915,Cliente 0915,Recife,PE,Varejo,2025-10-11
916,Cliente 0916,Brasília,DF,Serviços,2025-10-27
917,Cliente 0917,São Paulo,SP,Atacado,2025-12-21
918,Cliente 0918,Belo Horizonte,MG,Atacado,2025-03-07
919,Cliente 0919,Salvador,BA,Serviços,2025-12-03
920,Cliente 0920,Belo Horizonte,MG,Corporativo,2025-09-16
921,Cliente 0921,Brasília,DF,Serviços,2025-08-03
922,Cliente 0922,Belo Horizonte,MG,Atacado,2025-05-21
923,Cliente 0923,Aracaju,SE,Corporativo,2025-05-31
924,Cliente 0924,São Paulo,SP,Atacado,2025-03-12
925,Cliente 0925,Aracaju,SE,Corporativo,2025-12-26
926,Cliente 0926,Rio de Janeiro,RJ,Corporativo,2025-12-31
927,Cliente 0927,Florianópolis,SC,Atacado,2025-04-13
928,Cliente 0928,João Pessoa,PB,Corporativo,2025-12-18
929,Cliente 0929,Maceió,AL,Atacado,2025-12-30
930,Cliente 0930,Curitiba,PR,Atacado,2025-09-15
931,Cliente 0931,Rio de Janeiro,RJ,Corporativo,2025-12-30
932,Cliente 0932,Salvador,BA,Corporativo,2025-10-15
933,Cliente 0933,São Paulo,SP,Serviços,2025-12-12
934,Cliente 0934,Florianópolis,SC,Corporativo,2025-08-05
935,Cliente 0935,Porto Alegre,RS,Varejo,2025-09-25
936,Cliente 0936,Salvador,BA,Varejo,2025-07-15
937,Cliente 0937,Fortaleza,CE,Varejo,2025-12-10
938,Cliente 0938,Recife,PE,Atacado,2025-05-17
939,Cliente 0939,Porto Alegre,RS,Atacado,2025-05-27
940,Cliente 0940,Curitiba,PR,Corporativo,2025-03-16
941,Cliente 0941,Goiânia,GO,Varejo,2025-12-20
942,Cliente 0942,Porto Alegre,RS,Corporativo,2025-04-15
943,Cliente 0943,Porto Alegre,RS,Varejo,2025-07-03
944,Cliente 0944,Goiânia,GO,Serviços,2025-02-22
945,Cliente 0945,Belo Horizonte,MG,Atacado,2025-11-28
946,Cliente 0946,Rio de Janeiro,RJ,Serviços,2025-05-02
947,Cliente 0947,Rio de Janeiro,RJ,Corporativo,2025-12-21
948,Cliente 0948,Curitiba,PR,Varejo,2025-07-15
949,Cliente 0949,Aracaju,SE,Serviços,2025-12-17
950,Cliente 0950,Maceió,AL,Varejo,2025-01-07
951,Cliente 0951,Florianópolis,SC,Corporativo,2025-04-14
952,Cliente 0952,Belo Horizonte,MG,Serviços,2025-04-26
953,Cliente 0953,Brasília,DF,Corporativo,2025-10-29
954,Cliente 0954,Rio de Janeiro,RJ,Atacado,2025-04-10
955,Cliente 0955,Natal,RN,Serviços,2025-04-01
956,Cliente 0956,Curitiba,PR,Varejo,2025-04-06
957,Cliente 0957,Fortaleza,CE,Varejo,2025-07-13
958,Cliente 0958,Recife,PE,Serviços,2025-05-23
959,Cliente 0959,Rio de Janeiro,RJ,Corporativo,2025-03-08
960,Cliente 0960,Fortaleza,CE,Corporativo,2025-01-03
961,Cliente 0961,Maceió,AL,Serviços,2025-12-30
962,Cliente 0962,Brasília,DF,Atacado,2025-01-21
963,Cliente 0963,Fortaleza,CE,Corporativo,2025-11-02
964,Cliente 0964,Recife,PE,Corporativo,2025-09-09
965,Cliente 0965,Porto Alegre,RS,Corporativo,2025-02-07
966,Cliente 0966,Porto Alegre,RS,Corporativo,2025-09-27
967,Cliente 0967,João Pessoa,PB,Atacado,2025-09-24
968,Cliente 0968,Salvador,BA,Atacado,2025-08-01
969,Cliente 0969,Rio de Janeiro,RJ,Serviços,2025-02-17
970,Cliente 0970,Maceió,AL,Atacado,2025-04-20
971,Cliente 0971,Curitiba,PR,Corporativo,2025-06-19
972,Cliente 0972,Maceió,AL,Corporativo,2025-04-22
973,Cliente 0973,Porto Alegre,RS,Serviços,2025-10-15
974,Cliente 0974,Goiânia,GO,Varejo,2025-02-28
975,Cliente 0975,Curitiba,PR,Corporativo,2025-08-17
976,Cliente 0976,João Pessoa,PB,Atacado,2025-01-21
977,Cliente 0977,Curitiba,PR,Corporativo,2025-07-15
978,Cliente 0978,Brasília,DF,Varejo,2025-07-17
979,Cliente 0979,Natal,RN,Corporativo,2025-01-13
980,Cliente 0980,Brasília,DF,Corporativo,2025-09-21
981,Cliente 0981,Porto Alegre,RS,Serviços,2025-09-07
982,Cliente 0982,Recife,PE,Corporativo,2025-11-30
983,Cliente 0983,João Pessoa,PB,Corporativo,2025-09-21
984,Cliente 0984,Salvador,BA,Varejo,2025-03-27
985,Cliente 0985,Porto Alegre,RS,Varejo,2025-11-17
986,Cliente 0986,Salvador,BA,Atacado,2025-12-10
987,Cliente 0987,Curitiba,PR,Atacado,2025-12-17
988,Cliente 0988,Aracaju,SE,Varejo,2025-04-16
989,Cliente 0989,Rio de Janeiro,RJ,Serviços,2025-11-28
990,Cliente 0990,Goiânia,GO,Varejo,2025-12-18
991,Cliente 0991,Fortaleza,CE,Varejo,2025-08-24
992,Cliente 0992,Florianópolis,SC,Corporativo,2025-01-20
993,Cliente 0993,Salvador,BA,Varejo,2025-01-28
994,Cliente 0994,Fortaleza,CE,Corporativo,2025-10-13
995,Cliente 0995,Salvador,BA,Atacado,2025-05-13
996,Cliente 0996,Aracaju,SE,Serviços,2025-08-19
997,Cliente 0997,Curitiba,PR,Serviços,2025-08-10
998,Cliente 0998,Maceió,AL,Varejo,2025-07-19
999,Cliente 0999,Curitiba,PR,Varejo,2025-10-01
1000,Cliente 1000,Recife,PE,Varejo,2025-10-27
