id_venda,id_cliente,id_vendedor,data_venda,forma_pagamento,status
2588,559,8,2025-03-02,Transferência,Concluída
2589,555,18,2025-03-02,Pix,Concluída
2590,269,4,2025-02-22,Pix,Concluída
2591,886,8,2025-10-18,Pix,Concluída
2592,728,1,2025-12-12,Cartão,Concluída
2593,462,10,2025-05-19,Boleto,Concluída
2594,822,18,2025-11-01,Cartão,Cancelada
2595,334,18,2025-06-01,Cartão,Concluída
2596,374,19,2025-10-06,Pix,Concluída
2597,196,1,2025-08-21,Pix,Concluída
2598,696,5,2025-08-21,Cartão,Cancelada
2599,332,12,2025-11-08,Pix,Concluída
2600,569,16,2025-07-07,Pix,Concluída
2601,879,20,2025-06-02,Transferência,Concluída
2602,287,11,2025-09-22,Transferência,Concluída
2603,23,16,2025-12-03,Pix,Concluída
2604,83,19,2025-09-12,Cartão,Concluída
2605,26,18,2025-05-18,Pix,Concluída
2606,131,7,2025-07-14,Boleto,Concluída
2607,119,19,2025-12-21,Transferência,Concluída
2608,249,2,2025-12-18,Cartão,Concluída
2609,315,3,2025-09-16,Boleto,Concluída
2610,220,14,2025-10-12,Cartão,Devolvida
2611,489,17,2025-03-27,Transferência,Concluída
2612,256,8,2025-05-27,Boleto,Concluída
2613,37,11,2025-12-08,Transferência,Cancelada
2614,536,4,2025-10-30,Pix,Concluída
2615,183,19,2025-09-26,Cartão,Concluída
2616,737,3,2025-02-11,Pix,Concluída
2617,302,7,2025-07-14,Boleto,Concluída
2618,547,19,2025-04-19,Transferência,Concluída
2619,493,15,2025-07-16,Boleto,Concluída
2620,380,11,2025-12-23,Boleto,Concluída
2621,551,15,2025-08-05,Boleto,Concluída
2622,801,17,2025-12-22,Cartão,Concluída
2623,529,2,2025-04-03,Boleto,Concluída
2624,129,17,2025-07-30,Cartão,Concluída
2625,281,7,2025-04-17,Transferência,Concluída
2626,742,12,2025-07-23,Pix,Concluída
2627,98,16,2025-03-08,Cartão,Concluída
2628,158,6,2025-05-12,Boleto,Concluída
2629,544,20,2025-03-11,Boleto,Concluída
2630,681,8,2025-04-23,Boleto,Concluída
2631,594,18,2025-01-22,Boleto,Concluída
2632,592,10,2025-01-06,Boleto,Concluída
2633,956,13,2025-10-30,Cartão,Concluída
2634,66,19,2025-02-23,Transferência,Concluída
2635,836,5,2025-04-21,Transferência,Concluída
2636,295,11,2025-06-02,Cartão,Concluída
2637,133,15,2025-09-27,Cartão,Concluída
2638,288,17,2025-05-21,Transferência,Concluída
2639,252,8,2025-07-12,Cartão,Concluída
2640,559,19,2025-08-29,Transferência,Concluída
2641,85,7,2025-09-14,Cartão,Concluída
2642,299,2,2025-12-18,Boleto,Concluída
2643,844,19,2025-04-23,Cartão,Concluída
2644,880,11,2025-10-11,Cartão,Cancelada
2645,928,20,2025-01-12,Cartão,Concluída
2646,585,12,2025-01-31,Cartão,Concluída
2647,447,20,2025-06-05,Boleto,Concluída
2648,143,15,2025-12-05,Cartão,Concluída
2649,769,12,2025-07-01,Transferência,Cancelada
2650,27,19,2025-05-16,Boleto,Concluída
2651,69,10,2025-04-23,Pix,Concluída
2652,624,3,2025-06-21,Transferência,Concluída
2653,449,13,2025-05-29,Cartão,Concluída
2654,402,20,2025-11-24,Cartão,Concluída
2655,21,1,2025-05-24,Pix,Concluída
2656,705,3,2025-05-31,Cartão,Concluída
2657,297,2,2025-05-16,Cartão,Concluída
2658,702,7,2025-02-08,Boleto,Concluída
2659,990,12,2025-11-28,Boleto,Concluída
2660,413,1,2025-10-18,Pix,Concluída
2661,126,4,2025-02-10,Transferência,Concluída
2662,37,13,2025-02-23,Transferência,Concluída
2663,192,5,2025-01-04,Cartão,Concluída
2664,625,14,2025-12-12,Cartão,Concluída
2665,605,4,2025-12-28,Pix,Concluída
2666,640,15,2025-12-29,Cartão,Concluída
2667,926,9,2025-11-15,Boleto,Concluída
2668,641,20,2025-07-21,Boleto,Concluída
2669,520,3,2025-01-06,Pix,Concluída
2670,395,3,2025-12-30,Cartão,Concluída
2671,604,11,2025-03-01,Cartão,Concluída
2672,246,20,2025-01-14,Cartão,Cancelada
2673,9,11,2025-07-01,Pix,Concluída
2674,224,2,2025-08-02,Cartão,Concluída
2675,767,10,2025-02-04,Boleto,Concluída
2676,599,20,2025-01-22,Transferência,Concluída
2677,760,10,2025-11-09,Cartão,Concluída
2678,993,2,2025-05-23,Transferência,Concluída
2679,573,13,2025-01-19,Pix,Concluída
2680,377,7,2025-06-16,Boleto,Concluída
2681,175,2,2025-08-23,Pix,Concluída
2682,119,1,2025-05-08,Cartão,Concluída
2683,100,13,2025-01-05,Pix,Concluída
2684,909,13,2025-02-08,Cartão,Concluída
2685,276,2,2025-03-28,Transferência,Cancelada
2686,815,14,2025-07-02,Boleto,Cancelada
2687,555,10,2025-10-12,Transferência,Concluída
2688,734,8,2025-12-09,Transferência,Concluída
2689,756,15,2025-11-05,Transferência,Concluída
2690,410,3,2025-06-12,Cartão,Concluída
2691,841,17,2025-11-08,Pix,Concluída
2692,325,17,2025-11-15,Cartão,Concluída
2693,302,11,2025-01-10,Cartão,Concluída
2694,188,18,2025-12-30,Pix,Concluída
2695,78,12,2025-02-01,Cartão,Concluída
2696,258,12,2025-05-20,Pix,Cancelada
2697,729,2,2025-08-15,Transferência,Concluída
2698,399,3,2025-05-18,Boleto,Concluída
2699,248,14,2025-06-04,Boleto,Concluída
2700,763,16,2025-08-31,Pix,Concluída
2701,336,14,2025-12-13,Cartão,Concluída
2702,267,1,2025-03-10,Boleto,Concluída
2703,229,13,2025-09-03,Transferência,Concluída
2704,650,17,2025-10-21,Transferência,Concluída
2705,907,9,2025-09-11,Boleto,Concluída
2706,65,12,2025-12-20,Cartão,Concluída
2707,181,9,2025-02-01,Boleto,Concluída
2708,564,15,2025-04-10,Pix,Concluída
2709,508,7,2025-02-02,Pix,Concluída
2710,691,13,2025-11-13,Transferência,Cancelada
2711,467,4,2025-07-20,Pix,Concluída
2712,612,17,2025-01-29,Cartão,Concluída
2713,323,17,2025-04-06,Pix,Concluída
2714,885,10,2025-06-10,Cartão,Concluída
2715,251,8,2025-12-22,Cartão,Cancelada
2716,715,13,2025-08-19,Pix,Concluída
2717,674,5,2025-07-09,Cartão,Concluída
2718,885,7,2025-07-22,Cartão,Concluída
2719,881,15,2025-04-09,Cartão,Concluída
2720,595,10,2025-03-17,Cartão,Concluída
2721,218,11,2025-01-26,Transferência,Concluída
2722,800,12,2025-11-15,Boleto,Concluída
2723,82,7,2025-03-02,Cartão,Concluída
2724,932,12,2025-05-17,Boleto,Concluída
2725,427,11,2025-12-25,Cartão,Concluída
2726,650,7,2025-07-23,Pix,Concluída
2727,916,7,2025-08-02,Transferência,Concluída
2728,424,2,2025-03-01,Cartão,Concluída
2729,560,18,2025-11-28,Pix,Concluída
2730,216,6,2025-05-25,Boleto,Concluída
2731,410,16,2025-08-14,Pix,Concluída
2732,553,11,2025-09-05,Cartão,Concluída
2733,259,17,2025-08-23,Pix,Concluída
2734,59,3,2025-10-11,Cartão,Concluída
2735,292,11,2025-03-26,Boleto,Concluída
2736,960,5,2025-12-06,Transferência,Concluída
2737,125,11,2025-03-16,Boleto,Concluída
2738,872,10,2025-09-21,Cartão,Concluída
2739,807,14,2025-10-16,Pix,Concluída
2740,225,1,2025-03-04,Transferência,Concluída
2741,768,16,2025-05-16,Pix,Concluída
2742,447,18,2025-04-29,Cartão,Concluída
2743,382,19,2025-02-10,Transferência,Concluída
2744,313,5,2025-05-16,Transferência,Devolvida
2745,470,6,2025-07-16,Pix,Concluída
2746,251,4,2025-05-29,Transferência,Concluída
2747,17,1,2025-03-01,Cartão,Concluída
2748,86,10,2025-05-08,Transferência,Concluída
2749,485,20,2025-10-26,Transferência,Cancelada
2750,459,14,2025-05-29,Transferência,Concluída
2751,365,6,2025-03-07,Pix,Concluída
2752,750,10,2025-03-14,Boleto,Concluída
2753,118,4,2025-11-06,Boleto,Concluída
2754,925,15,2025-03-07,Pix,Concluída
2755,134,7,2025-07-26,Boleto,Concluída
2756,886,1,2025-09-23,Pix,Concluída
2757,500,9,2025-09-18,Boleto,Concluída
2758,294,10,2025-10-03,Transferência,Cancelada
2759,299,12,2025-12-25,Transferência,Concluída
2760,876,10,2025-03-03,Boleto,Concluída
2761,488,15,2025-11-25,Boleto,Concluída
2762,360,19,2025-03-31,Cartão,Concluída
2763,666,13,2025-06-07,Boleto,Concluída
2764,282,3,2025-01-02,Boleto,Concluída
2765,998,4,2025-10-21,Transferência,Concluída
2766,407,9,2025-10-25,Pix,Concluída
2767,694,6,2025-01-17,Transferência,Concluída
2768,485,19,2025-04-02,Transferência,Concluída
2769,278,7,2025-05-19,Cartão,Concluída
2770,809,2,2025-08-22,Cartão,Concluída
2771,752,13,2025-09-07,Cartão,Concluída
2772,704,19,2025-03-19,Cartão,Concluída
2773,192,9,2025-05-23,Transferência,Concluída
2774,906,10,2025-12-10,Pix,Concluída
2775,767,2,2025-05-16,Transferência,Concluída
2776,684,9,2025-06-16,Pix,Concluída
2777,191,13,2025-09-06,Pix,Concluída
2778,356,20,2025-12-31,Transferência,Concluída
2779,869,20,2025-03-14,Cartão,Concluída
2780,600,18,2025-04-21,Boleto,Concluída
2781,484,17,2025-04-22,Pix,Concluída
2782,344,8,2025-01-27,Pix,Concluída
2783,17,9,2025-08-29,Cartão,Concluída
2784,162,16,2025-08-02,Cartão,Cancelada
2785,27,19,2025-09-17,Pix,Cancelada
2786,707,16,2025-04-02,Cartão,Concluída
2787,328,2,2025-02-19,Cartão,Concluída
2788,800,3,2025-08-05,Transferência,Concluída
2789,437,1,2025-06-24,Boleto,Concluída
2790,525,3,2025-04-19,Pix,Concluída
2791,879,17,2025-06-24,Transferência,Concluída
2792,314,19,2025-12-30,Boleto,Concluída
2793,756,9,2025-04-11,Boleto,Concluída
2794,783,9,2025-12-29,Cartão,Concluída
2795,862,16,2025-04-09,Pix,Concluída
2796,306,11,2025-04-17,Boleto,Cancelada
2797,207,10,2025-04-26,Transferência,Concluída
2798,953,7,2025-06-28,Transferência,Concluída
2799,217,8,2025-11-24,Cartão,Concluída
2800,924,9,2025-06-24,Pix,Devolvida
2801,103,19,2025-12-06,Pix,Concluída
2802,478,10,2025-07-17,Transferência,Concluída
2803,464,1,2025-09-05,Cartão,Cancelada
2804,398,20,2025-08-19,Transferência,Concluída
2805,572,13,2025-12-20,Transferência,Concluída
2806,2,9,2025-07-20,Transferência,Concluída
2807,953,9,2025-01-26,Transferência,Concluída
2808,596,10,2025-02-15,Cartão,Concluída
2809,774,17,2025-04-06,Pix,Concluída
2810,717,12,2025-11-13,Pix,Concluída
2811,510,4,2025-02-09,Pix,Concluída
2812,622,9,2025-10-03,Cartão,Concluída
2813,334,9,2025-03-04,Cartão,Concluída
2814,24,12,2025-03-23,Transferência,Cancelada
2815,329,3,2025-12-08,Pix,Concluída
2816,52,17,2025-03-20,Cartão,Concluída
2817,600,12,2025-01-23,Pix,Concluída
2818,633,1,2025-05-10,Transferência,Concluída
2819,252,18,2025-10-06,Transferência,Concluída
2820,433,2,2025-07-27,Boleto,Concluída
2821,758,7,2025-04-15,Cartão,Concluída
2822,156,4,2025-11-17,Cartão,Concluída
2823,682,7,2025-10-19,Cartão,Concluída
2824,534,4,2025-12-12,Pix,Concluída
2825,277,3,2025-02-05,Cartão,Concluída
2826,680,6,2025-04-29,Boleto,Concluída
2827,242,19,2025-11-24,Pix,Concluída
2828,591,13,2025-07-20,Cartão,Concluída
2829,945,4,2025-11-21,Boleto,Concluída
2830,138,6,2025-02-22,Transferência,Cancelada
2831,499,5,2025-09-18,Pix,Devolvida
2832,853,15,2025-06-17,Pix,Concluída
2833,763,7,2025-04-17,Pix,Concluída
2834,293,14,2025-03-24,Cartão,Concluída
2835,408,6,2025-02-02,Cartão,Concluída
2836,843,6,2025-06-28,Boleto,Concluída
2837,424,9,2025-06-22,Pix,Concluída
2838,387,20,2025-09-13,Boleto,Concluída
2839,407,14,2025-01-04,Transferência,Concluída
2840,476,11,2025-01-01,Cartão,Concluída
2841,189,8,2025-10-15,Cartão,Concluída
2842,100,5,2025-12-11,Boleto,Concluída
2843,301,19,2025-11-08,Pix,Concluída
2844,46,3,2025-10-08,Transferência,Concluída
2845,556,20,2025-02-19,Boleto,Concluída
2846,870,4,2025-11-13,Transferência,Concluída
2847,173,3,2025-01-09,Boleto,Concluída
2848,417,11,2025-05-19,Pix,Concluída
2849,857,15,2025-10-24,Pix,Concluída
2850,993,6,2025-09-06,Pix,Concluída
2851,510,14,2025-03-05,Pix,Concluída
2852,266,12,2025-10-28,Transferência,Concluída
2853,892,1,2025-02-27,Pix,Concluída
2854,334,6,2025-04-17,Pix,Concluída
2855,617,14,2025-05-03,Transferência,Concluída
2856,503,17,2025-10-15,Transferência,Concluída
2857,16,6,2025-09-19,Cartão,Concluída
2858,245,16,2025-09-10,Boleto,Concluída
2859,175,11,2025-12-29,Pix,Concluída
2860,295,13,2025-03-31,Pix,Concluída
2861,652,11,2025-12-08,Transferência,Concluída
2862,108,8,2025-05-19,Transferência,Concluída
2863,675,2,2025-05-28,Boleto,Concluída
2864,309,9,2025-06-06,Boleto,Concluída
2865,917,1,2025-05-09,Pix,Concluída
2866,136,15,2025-03-04,Boleto,Concluída
2867,694,7,2025-05-21,Pix,Cancelada
2868,305,3,2025-11-03,Boleto,Concluída
2869,940,20,2025-10-13,Transferência,Concluída
2870,163,3,2025-09-28,Boleto,Concluída
2871,838,18,2025-05-01,Cartão,Concluída
2872,603,11,2025-06-23,Boleto,Concluída
2873,52,19,2025-12-12,Cartão,Concluída
2874,471,8,2025-02-27,Cartão,Concluída
2875,261,16,2025-09-15,Pix,Concluída
2876,288,10,2025-11-30,Boleto,Concluída
2877,554,7,2025-02-13,Transferência,Concluída
2878,400,2,2025-03-01,Cartão,Concluída
2879,221,13,2025-07-30,Boleto,Cancelada
2880,233,2,2025-04-01,Cartão,Concluída
2881,239,15,2025-01-13,Pix,Concluída
2882,79,14,2025-11-05,Boleto,Concluída
2883,452,6,2025-05-11,Transferência,Concluída
2884,171,5,2025-05-31,Cartão,Cancelada
2885,376,10,2025-11-06,Pix,Concluída
2886,390,11,2025-05-01,Boleto,Concluída
2887,5,3,2025-06-27,Boleto,Concluída
2888,824,17,2025-05-04,Boleto,Concluída
2889,300,6,2025-11-20,Pix,Concluída
2890,944,15,2025-09-25,Transferência,Concluída
2891,978,20,2025-04-24,Cartão,Concluída
2892,638,12,2025-11-10,Transferência,Concluída
2893,736,8,2025-07-12,Cartão,Concluída
2894,810,4,2025-11-15,Cartão,Concluída
2895,35,8,2025-12-28,Pix,Concluída
2896,317,14,2025-01-25,Pix,Concluída
2897,835,15,2025-08-29,Pix,Concluída
2898,136,12,2025-11-19,Transferência,Concluída
2899,769,5,2025-03-09,Pix,Cancelada
2900,37,4,2025-02-09,Pix,Devolvida
2901,84,14,2025-04-28,Cartão,Concluída
2902,444,15,2025-03-16,Pix,Concluída
2903,531,5,2025-06-16,Pix,Concluída
2904,142,14,2025-04-21,Boleto,Concluída
2905,703,7,2025-03-20,Cartão,Concluída
2906,653,5,2025-01-08,Pix,Concluída
2907,715,19,2025-07-17,Transferência,Concluída
2908,425,10,2025-11-01,Boleto,Concluída
2909,649,15,2025-02-26,Cartão,Concluída
2910,437,11,2025-05-12,Boleto,Cancelada
2911,351,9,2025-11-28,Cartão,Concluída
2912,308,8,2025-07-16,Boleto,Concluída
2913,687,12,2025-06-05,Cartão,Concluída
2914,1,4,2025-04-14,Transferência,Concluída
2915,217,3,2025-07-01,Boleto,Concluída
2916,66,13,2025-04-14,Transferência,Concluída
2917,571,3,2025-02-01,Boleto,Concluída
2918,644,7,2025-10-11,Cartão,Concluída
2919,516,16,2025-02-10,Pix,Concluída
2920,289,7,2025-09-17,Cartão,Cancelada
2921,816,17,2025-10-29,Cartão,Concluída
2922,746,9,2025-03-19,Pix,Concluída
2923,122,4,2025-08-31,Boleto,Concluída
2924,221,8,2025-10-18,Cartão,Concluída
2925,965,7,2025-11-01,Cartão,Concluída
2926,861,16,2025-01-17,Cartão,Concluída
2927,503,8,2025-12-08,Boleto,Concluída
2928,526,19,2025-02-12,Boleto,Concluída
2929,877,4,2025-08-09,Cartão,Concluída
2930,547,16,2025-10-13,Cartão,Concluída
2931,751,18,2025-06-10,Transferência,Cancelada
2932,531,2,2025-07-21,Pix,Concluída
2933,149,20,2025-12-04,Transferência,Concluída
2934,524,10,2025-12-15,Boleto,Concluída
2935,298,4,2025-11-28,Transferência,Concluída
2936,341,15,2025-06-30,Transferência,Concluída
2937,729,5,2025-08-07,Pix,Concluída
2938,15,9,2025-04-11,Transferência,Concluída
2939,596,5,2025-09-02,Pix,Concluída
2940,533,14,2025-12-31,Boleto,Concluída
2941,231,6,2025-09-19,Transferência,Concluída
2942,995,16,2025-12-13,Cartão,Concluída
2943,642,11,2025-02-26,Cartão,Concluída
2944,607,14,2025-11-21,Transferência,Concluída
2945,676,6,2025-02-24,Cartão,Devolvida
2946,213,10,2025-12-07,Boleto,Concluída
2947,577,14,2025-12-20,Cartão,Cancelada
2948,998,20,2025-08-17,Transferência,Concluída
2949,876,16,2025-08-21,Boleto,Concluída
2950,125,4,2025-09-24,Pix,Concluída
2951,344,17,2025-04-04,Pix,Concluída
2952,955,9,2025-09-01,Transferência,Concluída
2953,301,14,2025-02-04,Pix,Concluída
2954,556,20,2025-10-20,Boleto,Concluída
2955,51,11,2025-03-13,Pix,Concluída
2956,417,12,2025-02-18,Cartão,Concluída
2957,32,18,2025-05-19,Cartão,Concluída
2958,414,3,2025-05-24,Cartão,Cancelada
2959,642,7,2025-12-17,Boleto,Concluída
2960,945,2,2025-06-09,Pix,Concluída
2961,503,8,2025-04-22,Cartão,Concluída
2962,866,3,2025-09-03,Boleto,Concluída
2963,555,5,2025-02-11,Boleto,Concluída
2964,750,16,2025-12-17,Transferência,Concluída
2965,638,14,2025-12-24,Boleto,Concluída
2966,283,12,2025-09-05,Transferência,Concluída
2967,996,15,2025-03-04,Pix,Concluída
2968,314,11,2025-04-04,Boleto,Concluída
2969,294,14,2025-06-24,Boleto,Concluída
2970,954,13,2025-09-14,Pix,Concluída
2971,294,11,2025-09-05,Transferência,Concluída
2972,355,15,2025-07-09,Boleto,Concluída
2973,245,12,2025-01-02,Boleto,Concluída
2974,504,15,2025-08-08,Cartão,Concluída
2975,775,8,2025-11-10,Cartão,Devolvida
2976,535,19,2025-09-29,Boleto,Concluída
2977,117,19,2025-11-06,Pix,Concluída
2978,679,14,2025-04-05,Pix,Concluída
2979,455,18,2025-07-31,Cartão,Concluída
2980,121,2,2025-12-30,Cartão,Concluída
2981,621,4,2025-11-11,Transferência,Concluída
2982,407,17,2025-06-15,Pix,Concluída
2983,717,19,2025-03-24,Boleto,Concluída
2984,384,9,2025-04-26,Boleto,Concluída
2985,588,20,2025-11-22,Transferência,Concluída
2986,332,8,2025-05-02,Pix,Concluída
2987,430,20,2025-08-29,Transferência,Devolvida
2988,56,1,2025-07-26,Pix,Concluída
2989,347,6,2025-04-19,Cartão,Concluída
2990,637,19,2025-10-22,Pix,Concluída
2991,14,14,2025-04-17,Pix,Concluída
2992,43,17,2025-11-28,Pix,Concluída
2993,962,8,2025-01-04,Cartão,Devolvida
2994,432,11,2025-05-15,Pix,Concluída
2995,543,16,2025-01-19,Transferência,Concluída
2996,861,8,2025-06-21,Transferência,Concluída
2997,497,18,2025-10-22,Transferência,Concluída
2998,128,1,2025-03-12,Transferência,Concluída
2999,781,5,2025-05-01,Transferência,Concluída
3000,551,8,2025-02-20,Boleto,Concluída
3001,454,9,2025-11-21,Boleto,Concluída
3002,221,18,2025-03-01,Transferência,Concluída
3003,990,9,2025-11-14,Pix,Cancelada
3004,609,11,2025-05-10,Transferência,Concluída
3005,373,14,2025-03-14,Transferência,Concluída
3006,679,8,2025-05-22,Cartão,Concluída
3007,867,10,2025-11-11,Pix,Concluída
3008,354,14,2025-02-28,Transferência,Concluída
3009,305,10,2025-08-22,Cartão,Concluída
3010,650,11,2025-12-23,Transferência,Concluída
3011,418,11,2025-08-13,Pix,Concluída
3012,133,17,2025-08-10,Boleto,Concluída
3013,391,20,2025-02-18,Transferência,Concluída
3014,486,8,2025-04-07,Transferência,Concluída
3015,102,9,2025-10-26,Boleto,Concluída
3016,890,17,2025-01-26,Boleto,Concluída
3017,201,1,2025-11-01,Pix,Concluída
3018,524,3,2025-09-20,Cartão,Concluída
3019,468,6,2025-03-27,Transferência,Concluída
3020,46,11,2025-10-27,Boleto,Concluída
3021,864,12,2025-02-19,Boleto,Concluída
3022,298,3,2025-02-05,Pix,Concluída
3023,907,6,2025-08-08,Pix,Concluída
3024,579,6,2025-03-21,Pix,Concluída
3025,193,14,2025-09-09,Transferência,Concluída
3026,989,17,2025-09-10,Cartão,Concluída
3027,578,17,2025-09-27,Cartão,Concluída
3028,294,13,2025-08-04,Transferência,Concluída
3029,912,4,2025-03-13,Boleto,Concluída
3030,958,6,2025-07-29,Cartão,Concluída
3031,506,18,2025-09-14,Pix,Concluída
3032,183,14,2025-10-02,Cartão,Concluída
3033,213,7,2025-07-18,Cartão,Cancelada
3034,254,6,2025-04-13,Pix,Concluída
3035,221,11,2025-08-08,Pix,Concluída
3036,584,4,2025-11-18,Boleto,Concluída
3037,223,15,2025-04-18,Cartão,Concluída
3038,444,18,2025-07-08,Boleto,Concluída
3039,87,10,2025-12-25,Boleto,Concluída
3040,678,5,2025-08-25,Transferência,Concluída
3041,623,7,2025-06-19,Boleto,Concluída
3042,104,6,2025-06-26,Transferência,Concluída
3043,775,20,2025-09-20,Pix,Concluída
3044,15,3,2025-12-27,Boleto,Concluída
3045,758,6,2025-05-27,Cartão,Concluída
3046,443,17,2025-04-01,Pix,Concluída
3047,446,8,2025-07-03,Boleto,Concluída
3048,354,18,2025-08-24,Boleto,Concluída
3049,8,7,2025-04-06,Transferência,Concluída
3050,443,7,2025-02-14,Boleto,Concluída
3051,78,12,2025-07-15,Boleto,Concluída
3052,723,7,2025-06-18,Boleto,Concluída
3053,610,15,2025-11-10,Cartão,Concluída
3054,1,13,2025-05-31,Transferência,Concluída
3055,912,11,2025-01-08,Transferência,Concluída
3056,692,12,2025-03-06,Transferência,Concluída
3057,895,13,2025-05-14,Boleto,Concluída
3058,950,6,2025-07-17,Transferência,Concluída
3059,755,18,2025-03-11,Transferência,Concluída
3060,618,19,2025-07-17,Boleto,Concluída
3061,528,6,2025-03-22,Transferência,Concluída
3062,561,17,2025-06-21,Transferência,Concluída
3063,641,12,2025-11-23,Boleto,Concluída
3064,976,2,2025-08-26,Cartão,Concluída
3065,633,12,2025-02-04,Pix,Concluída
3066,617,6,2025-08-13,Transferência,Concluída
3067,703,9,2025-09-18,Boleto,Concluída
3068,145,2,2025-03-30,Pix,Concluída
3069,244,7,2025-10-27,Boleto,Concluída
3070,984,15,2025-10-30,Cartão,Concluída
3071,889,10,2025-05-25,Cartão,Concluída
3072,219,14,2025-04-02,Pix,Concluída
3073,950,6,2025-03-31,Boleto,Concluída
3074,445,14,2025-09-14,Transferência,Concluída
3075,61,4,2025-01-31,Pix,Concluída
3076,135,7,2025-07-09,Boleto,Concluída
3077,407,18,2025-10-26,Transferência,Concluída
3078,664,9,2025-08-31,Pix,Concluída
3079,642,19,2025-06-01,Boleto,Concluída
3080,45,7,2025-01-14,Transferência,Concluída
3081,536,3,2025-09-20,Transferência,Concluída
3082,414,5,2025-01-14,Pix,Concluída
3083,400,14,2025-09-27,Cartão,Concluída
3084,711,15,2025-02-15,Transferência,Concluída
3085,470,4,2025-02-12,Cartão,Concluída
3086,673,1,2025-12-21,Cartão,Concluída
3087,358,1,2025-12-31,Cartão,Concluída
3088,779,17,2025-04-08,Pix,Cancelada
3089,730,8,2025-04-23,Cartão,Concluída
3090,502,14,2025-06-26,Boleto,Concluída
3091,617,19,2025-01-04,Transferência,Concluída
3092,535,14,2025-05-17,Cartão,Concluída
3093,734,19,2025-12-28,Cartão,Concluída
3094,815,15,2025-08-30,Boleto,Concluída
3095,330,14,2025-03-25,Boleto,Concluída
3096,104,8,2025-05-22,Boleto,Concluída
3097,300,13,2025-04-01,Transferência,Concluída
3098,291,8,2025-04-02,Pix,Concluída
3099,121,3,2025-01-21,Boleto,Concluída
3100,998,11,2025-07-11,Pix,Concluída
3101,437,13,2025-12-15,Pix,Concluída
3102,944,18,2025-04-19,Pix,Concluída
3103,222,5,2025-05-23,Cartão,Concluída
3104,947,9,2025-07-12,Boleto,Concluída
3105,576,20,2025-09-18,Pix,Concluída
3106,284,5,2025-08-18,Cartão,Concluída
3107,907,7,2025-06-17,Pix,Concluída
3108,198,3,2025-09-26,Transferência,Concluída
3109,290,6,2025-01-05,Pix,Concluída
3110,415,11,2025-02-28,Cartão,Concluída
3111,880,8,2025-12-31,Cartão,Concluída
3112,756,12,2025-10-18,Transferência,Concluída
3113,958,20,2025-07-04,Transferência,Concluída
3114,285,20,2025-09-23,Pix,Concluída
3115,247,14,2025-07-19,Boleto,Concluída
3116,266,10,2025-07-20,Boleto,Concluída
3117,151,14,2025-05-29,Boleto,Concluída
3118,314,19,2025-05-06,Pix,Concluída
3119,733,13,2025-12-09,Cartão,Concluída
3120,630,2,2025-01-24,Cartão,Concluída
3121,165,14,2025-08-28,Boleto,Concluída
3122,57,12,2025-10-08,Cartão,Concluída
3123,350,20,2025-11-10,Cartão,Concluída
3124,375,17,2025-09-14,Cartão,Concluída
3125,481,11,2025-12-01,Transferência,Concluída
3126,773,14,2025-09-27,Cartão,Concluída
3127,824,10,2025-06-12,Transferência,Concluída
3128,827,1,2025-10-21,Cartão,Concluída
3129,73,20,2025-03-21,Boleto,Concluída
3130,529,18,2025-01-16,Cartão,Concluída
3131,646,9,2025-04-23,Cartão,Cancelada
3132,5,2,2025-10-03,Cartão,Concluída
3133,785,2,2025-09-28,Pix,Concluída
3134,361,19,2025-11-11,Pix,Cancelada
3135,402,14,2025-06-15,Transferência,Concluída
3136,975,7,2025-03-06,Transferência,Cancelada
3137,937,3,2025-12-05,Boleto,Concluída
3138,123,9,2025-03-26,Boleto,Concluída
3139,857,4,2025-04-19,Transferência,Devolvida
3140,868,18,2025-12-20,Cartão,Concluída
3141,552,14,2025-08-12,Pix,Concluída
3142,873,4,2025-09-29,Cartão,Concluída
3143,994,19,2025-11-25,Transferência,Concluída
3144,20,17,2025-09-04,Transferência,Concluída
3145,551,9,2025-05-21,Transferência,Concluída
3146,465,2,2025-02-03,Transferência,Concluída
3147,355,10,2025-10-17,Pix,Concluída
3148,664,16,2025-08-28,Transferência,Concluída
3149,90,1,2025-09-04,Transferência,Concluída
3150,886,5,2025-09-14,Transferência,Concluída
3151,582,19,2025-12-07,Boleto,Concluída
3152,977,8,2025-05-11,Boleto,Cancelada
3153,49,16,2025-10-26,Cartão,Concluída
3154,463,4,2025-03-03,Cartão,Concluída
3155,68,17,2025-05-20,Pix,Concluída
3156,846,3,2025-04-27,Pix,Concluída
3157,745,8,2025-11-25,Cartão,Concluída
3158,504,5,2025-05-17,Cartão,Concluída
3159,337,20,2025-08-15,Transferência,Concluída
3160,705,4,2025-11-05,Pix,Concluída
3161,865,19,2025-03-22,Transferência,Cancelada
3162,931,15,2025-09-09,Transferência,Concluída
3163,137,7,2025-12-02,Cartão,Cancelada
3164,661,18,2025-07-08,Transferência,Concluída
3165,899,7,2025-03-11,Cartão,Concluída
3166,909,1,2025-03-26,Cartão,Concluída
3167,679,3,2025-06-27,Boleto,Cancelada
3168,4,18,2025-05-27,Transferência,Concluída
3169,428,5,2025-11-20,Transferência,Concluída
3170,694,20,2025-02-09,Transferência,Concluída
3171,733,20,2025-10-21,Cartão,Concluída
3172,564,1,2025-03-18,Pix,Concluída
